produkt_id,indeks,nazwa,kategoria,jednostka_miary,cena_zakupu,cena_sprzedazy,stawka_vat,ean,producent,status,data_utworzenia
338,PRD-14986,Function-based maximized knowledgebase,,sztuka,2660.77,3471.15,23,2035091075893,Obarzanek-Puła s.c.,aktywny,2021-07-25
339,PRD-26895,Fundamental disintermediate protocol,Materiały zużywalne,szt,1373.24,2177.79,23,8297765773015,Żółkiewicz Sp.k.,aktywny,2024-02-23
340,PRD-81218,Fundamental system-worthy monitoring,Materiały zużywalne,szt,1881.79,2427.74,23,4551908707200,Spółdzielnia Wilusz Sp. z o.o. Sp.k.,aktywny,2025-12-18
341,PRD-31105,Multi-lateral maximized middleware,Szkło laboratoryjne,szt,1503.59,1858.05,23,33822252670,Fundacja Kik,aktywny,2022-01-09
342,PRD-12852,Customer-focused directional Graphical User Interface,Materiały zużywalne,szt,2893.45,4660.99,23,9989622319209,FPUH Gęgotek,aktywny,2020-10-22
343,PRD-44532,Sharable mobile function,Aparatura,pcs,1594.5,1968.49,23,2211508181107,Dubik s.c.,aktywny,2026-02-22
344,PRD-28864,Managed solution-oriented hub,Szkło laboratoryjne,szt,2104.68,2508.02,23,4319281161085,Spółdzielnia Cebulak Sp.k.,aktywny,2026-04-02
345,PRD-90343,Intuitive coherent encoding,Odczynniki,szt,169.06,190.5,23,2496714339910,Heinrich-Bazylewicz Sp. z o.o. Sp.k.,aktywny,2024-11-14
346,PRD-98784,Monitored neutral adapter,Sprzęt laboratoryjny,szt,197.84,244.12,23,9873665093618,Gabinety Kiciak-Basista Sp.j.,aktywny,2023-10-31
347,PRD-50000,User-friendly radical framework,Sprzęt laboratoryjny,szt,1129.08,1633.62,23,1955329082889,Stowarzyszenie Wypchło Sp. z o.o.,aktywny,2020-09-26
348,PRD-21424,Streamlined incremental initiative,Sprzęt laboratoryjny,pcs,2523.69,4387.49,23,2176428070682,Trzcionka i syn s.c.,aktywny,2023-04-03
349,PRD-64158,Progressive zero administration firmware,Aparatura,szt,3719.55,5259.97,23,9052804017331,Parzonka S.A.,aktywny,2025-08-29
350,PRD-69787,Open-source composite encoding,Aparatura,szt,964.47,1313.64,23 %,7280578574062,Plewnia-Łupina Sp.k.,aktywny,2024-04-08
351,PRD-42793,Sharable exuding intranet,Szkło laboratoryjne,szt,2471.83,2703.27,23,4553012203642,Kubiaczyk Sp. z o.o.,aktywny,2021-10-20
352,PRD-60045,Persistent bi-directional extranet,Szkło laboratoryjne,szt,435.98,474.3,23,7533998748059,Gabinety Cacko Sp.j.,aktywny,2021-02-09
353,PRD-27733,Sharable transitional attitude,Sprzęt laboratoryjny,szt,2151.74,3439.96,23,5388130065065,FPUH Sobków,aktywny,2021-06-24
354,PRD-19153,Synchronized optimizing matrix,Materiały zużywalne,szt,827.07,1289.43,23,6538446319947,Kulma-Kołton s.c.,aktywny,2020-11-16
355,PRD-42820,Monitored transitional functionalities,Odczynniki,szt,1860.72,2153.68,23,3437102589890,Stowarzyszenie Patyna-Sito Sp.k.,aktywny,2025-04-18
356,PRD-23909,Extended modular forecast,Materiały zużywalne,szt.,61.75,85.22,23,6226223145559,FPUH Obarzanek,aktywny,2026-03-30
357,PRD-65058,Open-architected 5thgeneration capability,Materiały zużywalne,szt,1912.66,2233.78,23,5488192487605,Grupa Rzeźniczak s.c.,aktywny,2025-08-22
358,PRD-85877,Networked bandwidth-monitored adapter,Aparatura,szt,2790.57,4678.28,23,1958848219821,Tryka Sp. z o.o. Sp.k.,aktywny,2023-09-20
359,PRD-72650,Seamless systematic algorithm,Sprzęt laboratoryjny,szt,219.45,323.71,0.23,3952123766118,Pacura Sp. z o.o.,aktywny,2022-04-29
360,PRD-57346,Organic value-added alliance,Szkło laboratoryjne,szt,919.41,1515.38,23,4627615294646,Fundacja Burchard i syn s.c.,aktywny,2021-10-23
361,PRD-80387,Stand-alone encompassing orchestration,Materiały zużywalne,szt,647.43,945.02,23,6282641678850,Szatanik s.c.,aktywny,2024-07-29
362,PRD-53753,Optional tangible policy,Szkło laboratoryjne,szt,3807.04,5094.09,23,2183617298213,Czopik-Bojczuk Sp. z o.o. Sp.k.,aktywny,2023-08-28
363,PRD-96089,Synergized bandwidth-monitored infrastructure,Materiały zużywalne,szt,1257.7,2090.77,23,6252738289045,Chwała-Buk i syn s.c.,aktywny,2024-02-29
364,PRD-10773,Multi-lateral optimal workforce,Odczynniki,szt,581.8,970.73,23,2276712647751,Kopała-Salach i syn s.c.,nieaktywny,2022-06-18
365,PRD-78985,Reduced interactive intranet,Aparatura,szt,1216.12,1419.4,23,6808365501215,FPUH Synak Sp. z o.o. Sp.k.,aktywny,2020-08-30
366,PRD-71594,Exclusive interactive matrix,Aparatura,szt,3150.91,4495.02,23,3194921784857,Łabno-Doliwa Sp.k.,aktywny,2023-12-08
367,PRD-90748,Multi-channeled tertiary moderator,Podłoża mikrobiologiczne,szt,1506.12,2641.98,23,5019030354306,Fundacja Bulanda-Sajda Sp. z o.o.,aktywny,2022-03-01
368,PRD-15827,Persevering clear-thinking challenge,Podłoża mikrobiologiczne,szt,3036.29,5358.42,23,2005142000192,PPUH Neska-Bździuch i syn s.c.,aktywny,2024-01-12
369,PRD-14253,Configurable didactic emulation,Podłoża mikrobiologiczne,szt,2665.8,3721.64,23,5245554929988,Gabinety Łój,aktywny,2025-04-22
370,PRD-64212,Versatile content-based pricing structure,Odczynniki,szt,176.36,218.01,23,1220323544664,Wziątek Sp. z o.o. Sp.k.,aktywny,2021-12-27
371,PRD-60507,Ergonomic actuating portal,Materiały zużywalne,szt,3208.56,5163.59,23,9466883994717,Gabinety Lament S.A.,aktywny,2022-07-19
372,PRD-33485,Proactive scalable function,Podłoża mikrobiologiczne,szt,1953.74,2474.29,23,69925960885,Spółdzielnia Banak-Polasik i syn s.c.,aktywny,2025-01-14
373,PRD-54361,Synergistic directional functionalities,Odczynniki,szt,1962.09,3383.3,23,7249003348916,FPUH Hrabia Sp.k.,aktywny,2025-04-20
374,PRD-76596,Re-contextualized incremental intranet,Odczynniki,szt,3629.54,4876.09,23,7306504603959,Milka Sp. z o.o. Sp.k.,aktywny,2021-10-15
375,PRD-64510,Programmable 3rdgeneration customer loyalty,Podłoża mikrobiologiczne,szt,2771.81,3668.78,23,2423422599789,Leszczak Sp. z o.o.,aktywny,2025-03-17
376,PRD-49520,Persevering systematic success,Odczynniki,szt,2240.91,3331.56,23,5215792465106,Ślipek-Litwinowicz i syn s.c.,aktywny,2023-03-28
377,PRD-11854,Self-enabling intermediate hierarchy,Materiały zużywalne,szt,1555.1,2107.94,23,6516329275539,Gabinety Poleszak-Hanus i syn s.c.,aktywny,2025-03-11
378,PRD-38715,Assimilated multimedia conglomeration,Sprzęt laboratoryjny,szt,470.69,814.24,23,6878036459948,Spółdzielnia Dobrosz,aktywny,2022-08-31
379,PRD-58686,Operative disintermediate superstructure,Odczynniki,szt,753.53,938.6,23 %,3613533812683,Gabinety Kościesza Sp. z o.o. Sp.k.,aktywny,2025-02-02
380,PRD-29047,Triple-buffered zero-defect website,Podłoża mikrobiologiczne,szt,274.17,314.33,23 %,8557892703064,Tylus s.c.,nieaktywny,2025-08-13
381,PRD-83143,Virtual multi-state info-mediaries,Podłoża mikrobiologiczne,pcs,3383.43,5816.07,23,7824176279018,PPUH Hanc Sp. z o.o.,aktywny,2023-12-20
382,PRD-76514,De-engineered systematic capacity,Podłoża mikrobiologiczne,szt,2104.75,3111.45,23,2499794835625,Stranc-Dryka S.A.,aktywny,2023-01-28
383,PRD-92178,Compatible empowering product,Odczynniki,szt.,238.53,279.44,23,7838467826708,Konstanty-Paszkowiak S.A.,aktywny,2022-08-12
384,PRD-83845,Multi-tiered attitude-oriented benchmark,Podłoża mikrobiologiczne,szt,725.82,951.3,23,8422040990929,Fundacja Garbacik-Monkiewicz s.c.,aktywny,2023-03-12
385,PRD-73265,Re-contextualized client-server groupware,Materiały zużywalne,pcs,22.28,25.41,23,1175089285480,Gabinety Kohut-Kandora i syn s.c.,aktywny,2024-12-08
386,PRD-89421,Virtual foreground knowledge user,Odczynniki,szt.,819.18,636.33,23,5288203784639,FPUH Gromala,aktywny,2020-09-30
387,PRD-55337,Future-proofed homogeneous hub,Sprzęt laboratoryjny,szt,3348.24,4426.76,23,7832486819433,Wawszczyk-Zadora Sp.k.,aktywny,2022-03-29
388,PRD-34715,Intuitive even-keeled forecast,Materiały zużywalne,szt,699.24,740.53,23,9273898781129,Drost s.c.,aktywny,2024-07-07
389,PRD-91309,Cross-platform zero administration solution,Podłoża mikrobiologiczne,szt,1963.88,2612.52,23,3921820429717,FPUH Pazoła-Kempny Sp.k.,aktywny,2026-05-26
390,PRD-49055,Mandatory attitude-oriented data-warehouse,Odczynniki,szt,1241.01,1363.45,23%,1621524439464,Fundacja Sendor s.c.,aktywny,2022-05-06
391,PRD-26706,Ameliorated systemic Graphical User Interface,Materiały zużywalne,szt,1877.75,1997.64,23,6357733284841,Drygas-Wałęsa s.c.,aktywny,2024-10-30
392,PRD-26688,Stand-alone secondary moratorium,Podłoża mikrobiologiczne,szt,832.04,1369.0,23,5036086542421,Pawlaczek s.c.,aktywny,2025-03-11
393,PRD-29824,Extended leadingedge success,Odczynniki,szt,328.05,481.44,23,5273343603549,PPUH Kij i syn s.c.,aktywny,2020-08-05
394,PRD-98158,Cross-platform national time-frame,Podłoża mikrobiologiczne,szt,2748.5,3770.81,23,9891997559744,Gabinety Smagacz,aktywny,2025-03-10
395,PRD-83686,Configurable empowering implementation,Materiały zużywalne,szt,3866.5,5977.56,23,2649709714755,Krzywonos-Faryna Sp. z o.o.,aktywny,2022-05-24
396,PRD-73494,Fundamental stable model,Szkło laboratoryjne,szt,0,2231.82,23,4680526081784,Bicz-Macias Sp. z o.o. Sp.k.,aktywny,2025-04-24
397,PRD-95318,Future-proofed analyzing attitude,Podłoża mikrobiologiczne,szt,1542.83,1884.41,23,9445210165040,Kurach Sp.j.,aktywny,2021-05-20
398,PRD-52777,Down-sized needs-based database,Szkło laboratoryjne,szt,2601.93,3041.07,23,5924246240063,Grupa Mysiak Sp. z o.o.,aktywny,2022-09-19
399,PRD-90099,Profound mission-critical time-frame,Odczynniki,szt.,808.2,1263.14,23 %,4043916875796,Stowarzyszenie Cyrek Sp.j.,aktywny,2023-09-05
400,PRD-39480,Balanced upward-trending orchestration,Aparatura,szt,3951.62,4240.68,23 %,4845547188102,Niećko Sp.k.,aktywny,2022-10-11
401,PRD-36328,Synchronized mission-critical Internet solution,Sprzęt laboratoryjny,sztuka,2666.85,3015.52,23,5413982960685,Jaszczur S.A.,aktywny,2021-12-21
402,PRD-53256,Vision-oriented maximized implementation,,szt,3382.47,4688.65,23,7024255817182,Gal-Halik Sp. z o.o. Sp.k.,aktywny,2023-05-11
403,PRD-69608,Adaptive mission-critical instruction set,Szkło laboratoryjne,szt,222.79,301.24,23,9023263425806,FPUH Srokosz Sp. z o.o.,aktywny,2021-12-20
404,PRD-53222,Sharable intangible contingency,Sprzęt laboratoryjny,szt,2805.53,4572.04,23,9804993263793,Grosz S.A.,aktywny,2026-03-23
405,PRD-32183,Balanced executive moratorium,Odczynniki,szt,955.65,1363.8,0.23,6768458206109,Gabinety Palonek-Janasz s.c.,aktywny,2025-10-17
406,PRD-85280,Business-focused stable framework,Odczynniki,pcs,1769.66,2407.17,23,8036213387486,Frącz Sp.j.,aktywny,2025-02-19
407,PRD-55400,Re-engineered directional analyzer,Sprzęt laboratoryjny,szt,3429.19,4733.47,23,3933441701961,Garbaciak-Michalkiewicz Sp.k.,nieaktywny,2024-11-23
408,PRD-52964,Diverse human-resource framework,Podłoża mikrobiologiczne,szt,438.54,647.12,23,5637945567779,Gabinety Trzop,aktywny,2023-11-19
409,PRD-43557,Function-based reciprocal interface,Podłoża mikrobiologiczne,szt,762.9,1288.8,23,6630093847931,Stowarzyszenie Gieroń s.c.,aktywny,2025-02-23
410,PRD-41157,Seamless attitude-oriented initiative,Szkło laboratoryjne,szt,3454.45,3826.21,0.23,7036305648272,Jędrasiak Sp.k.,aktywny,2020-09-28
411,PRD-14451,Synergized web-enabled emulation,Podłoża mikrobiologiczne,szt,3108.89,5494.84,23,2592792123367,FPUH Sidorczuk-Piskor i syn s.c.,aktywny,2024-06-11
412,PRD-77576,Function-based non-volatile alliance,Sprzęt laboratoryjny,szt,2882.45,4636.74,23,7748202232869,FPUH Sromek-Podgórna Sp.j.,aktywny,2021-11-14
413,PRD-30215,Stand-alone 24/7 emulation,Podłoża mikrobiologiczne,szt,2318.8,2930.0,23 %,1538845199366,Spółdzielnia Droździk,aktywny,2021-09-30
414,PRD-40112,Switchable bifurcated strategy,Aparatura,szt,2249.87,2914.45,23,9669524858214,Fundacja Pietrusiewicz-Lizoń Sp. z o.o.,aktywny,2025-06-22
415,PRD-13809,Reactive asymmetric support,Sprzęt laboratoryjny,opak,547.57,849.67,23,4778334081860,PPUH Pasiak,aktywny,2021-09-06
416,PRD-85738,Cross-platform content-based infrastructure,Szkło laboratoryjne,szt,3774.29,4410.1,23,7968270576204,Spółdzielnia Sygut-Ziemann Sp.j.,aktywny,2025-05-13
417,PRD-12287,Advanced maximized focus group,Sprzęt laboratoryjny,kpl,3914.11,5409.91,0.23,8806733853997,Piaścik-Kloska S.A.,aktywny,2023-05-13
418,PRD-59195,Cloned radical encryption,Materiały zużywalne,szt,2015.63,3608.37,23,9497251463132,FPUH Kuśka i syn s.c.,aktywny,2021-09-08
419,PRD-55548,Mandatory composite initiative,Aparatura,kpl,2319.32,3646.87,23,9625694389419,Wasil S.A.,aktywny,2022-09-24
420,PRD-14452,Customizable interactive orchestration,Materiały zużywalne,szt,2357.87,3340.72,23,7877362080435,Galica Sp.k.,aktywny,2022-10-25
421,PRD-42932,Profound logistical hierarchy,Podłoża mikrobiologiczne,pcs,2406.14,2663.41,23 %,1101348310337,PPUH Rozmiarek,aktywny,2024-05-22
422,PRD-82057,Digitized real-time emulation,Podłoża mikrobiologiczne,szt,1085.83,1486.81,23,9712481519445,Wygoda-Łabno s.c.,aktywny,2023-04-06
423,PRD-56371,Focused web-enabled middleware,Szkło laboratoryjne,szt,2876.13,3127.96,23,9843200680474,Spółdzielnia Pyrz,aktywny,2021-12-15
424,PRD-37832,Secured scalable artificial intelligence,Odczynniki,szt,237.24,277.72,23,45178092248,Ziarnik Sp. z o.o. Sp.k.,aktywny,2025-04-06
425,PRD-74924,Organized disintermediate website,Szkło laboratoryjne,szt,515.48,646.46,23,1858540710327,Gabinety Łyskawa,aktywny,2024-03-26
426,PRD-21878,Polarized fault-tolerant Graphical User Interface,Materiały zużywalne,szt,2065.14,2642.12,0.23,3149141958018,Fundacja Pasiak,aktywny,2025-10-17
427,PRD-13352,Extended zero administration solution,Odczynniki,szt,3075.42,3259.17,23,57204835486,Grupa Para,nieaktywny,2020-12-13
428,PRD-51972,Diverse user-facing artificial intelligence,Materiały zużywalne,szt,1805.73,2598.97,23,8758396660913,Grupa Smolec,nieaktywny,2023-02-27
429,PRD-47100,Virtual background collaboration,Sprzęt laboratoryjny,szt,2525.06,4030.87,23,8073143481026,Spółdzielnia Kral-Śmieszek s.c.,aktywny,2023-02-28
430,PRD-14251,Managed holistic migration,Szkło laboratoryjne,szt,3282.02,5012.2,23,5860203814993,FPUH Pastuszek-Matejuk s.c.,aktywny,2021-10-05
431,PRD-85397,Advanced directional Graphical User Interface,Aparatura,szt,2299.64,2963.01,23,2191844022299,Fundacja Dmoch-Sobków Sp.j.,aktywny,2022-03-02
432,PRD-55895,Configurable mobile standardization,Materiały zużywalne,szt,441.3,780.79,23,5452323735402,Mędrala Sp. z o.o.,aktywny,2022-07-10
433,PRD-21349,Monitored incremental middleware,Szkło laboratoryjne,opak,1437.06,1581.95,23,1737257831889,Grupa Odrzywołek s.c.,aktywny,2024-07-09
434,PRD-11887,Innovative asynchronous capacity,Szkło laboratoryjne,szt,2406.65,4078.94,23,3921839652145,FPUH Nogieć,aktywny,2023-09-23
435,PRD-84018,Adaptive full-range array,Aparatura,szt,256.9,304.7,23,1638187589543,Stowarzyszenie Sommerfeld i syn s.c.,aktywny,2023-02-12
436,PRD-83114,Focused well-modulated productivity,Szkło laboratoryjne,szt,3042.53,3513.03,23,8875723237174,PPUH Salawa-Radke S.A.,aktywny,2025-10-22
437,PRD-92936,Organized human-resource open architecture,Aparatura,szt,1559.81,2141.08,23,3911263656116,Grupa Laszkiewicz,aktywny,2026-06-06
438,PRD-50000,Realigned logistical task-force,Sprzęt laboratoryjny,szt,2311.07,2981.59,23,6449589573926,Fundacja Cholewka i syn s.c.,aktywny,2022-12-10
439,PRD-71654,Synchronized intermediate approach,Szkło laboratoryjne,szt,2258.88,3757.83,23,26441340958,Drewniok Sp. z o.o. Sp.k.,aktywny,2022-09-27
440,PRD-35762,Face-to-face fault-tolerant Graphic Interface,Aparatura,szt,90.28,101.56,23,3831409164734,Gabinety Gral-Freitag Sp.k.,aktywny,2022-11-07
441,PRD-68683,Sharable static emulation,Podłoża mikrobiologiczne,szt,2536.39,4323.15,23,4169722472511,Luberda i syn s.c.,aktywny,2024-11-03
442,PRD-10578,Phased well-modulated encoding,Aparatura,szt,973.21,1143.65,23,7125149104013,Mądrzak S.A.,nieaktywny,2021-06-15
443,PRD-39263,Enhanced empowering paradigm,Odczynniki,szt,2205.97,2510.21,23,9961320001636,FPUH Pawlonka Sp.k.,aktywny,2024-05-20
444,PRD-69286,Up-sized local groupware,Aparatura,szt,1753.67,2432.0,23,2036064948570,Stowarzyszenie Borak Sp. z o.o. Sp.k.,nieaktywny,2026-07-05
445,PRD-51889,Customizable zero-defect ability,Aparatura,szt,3880.64,6958.88,23,1589569370734,PPUH Makles,aktywny,2022-08-22
446,PRD-37422,Public-key 6thgeneration parallelism,Aparatura,szt,956.72,1604.39,23%,7648665035160,FPUH Humeniuk,aktywny,2026-07-02
447,PRD-94332,Organic uniform website,,szt,1931.29,2889.16,23,9304736303117,Dudzicz-Strzępek s.c.,aktywny,2022-07-09
448,PRD-70992,Cross-group grid-enabled info-mediaries,Odczynniki,szt,1515.13,1979.07,23,5958131185780,Cłapa Sp. z o.o. Sp.k.,aktywny,2025-03-15
449,PRD-57643,Implemented cohesive matrices,Odczynniki,szt,1909.12,2375.08,23,6563310544513,Freitag s.c.,aktywny,2024-07-21
450,PRD-49380,Vision-oriented optimal hierarchy,Materiały zużywalne,szt,3063.24,2185.74,23,6685918521537,FPUH Nickel-Harasimiuk i syn s.c.,aktywny,2025-04-05
451,PRD-85162,Polarized incremental capability,Odczynniki,szt,2620.51,4614.99,23,2978722340543,Froń Sp. z o.o.,aktywny,2024-08-27
452,PRD-23503,Polarized object-oriented leverage,Odczynniki,szt,3793.37,6150.66,23,9381339973072,Stowarzyszenie Sztuczka Sp.j.,aktywny,2023-03-01
453,PRD-51912,Multi-lateral explicit service-desk,Aparatura,szt,2176.07,2846.82,23,6044129099724,Fundacja Lica,aktywny,2026-02-07
454,PRD-50000,Persistent coherent migration,Podłoża mikrobiologiczne,szt,3972.78,3013.39,23,9865681257507,Gabinety Strzoda-Miodek S.A.,aktywny,2021-04-26
455,PRD-66874,Networked systemic orchestration,Materiały zużywalne,szt,3438.63,4186.55,23,2063874341870,Szczesiak-Krystkowiak Sp. z o.o. Sp.k.,aktywny,2025-12-30
456,PRD-16766,Future-proofed systemic algorithm,Sprzęt laboratoryjny,szt,1283.55,2265.21,23,7628612447029,Ryznar-Rozmiarek s.c.,aktywny,2023-04-06
457,PRD-85770,Profit-focused empowering software,Sprzęt laboratoryjny,szt,-3417.17,5580.48,23,11738287742,PPUH Szarzec Sp. z o.o. Sp.k.,aktywny,2024-08-03
458,PRD-69253,User-centric intangible access,Odczynniki,szt,557.93,907.74,0.23,2354370699809,Fundacja Korniak s.c.,aktywny,2024-05-04
459,PRD-93619,Upgradable radical contingency,Sprzęt laboratoryjny,szt,2891.26,4886.01,23,4381867679226,Grupa Owsiak s.c.,aktywny,2020-08-22
460,PRD-31782,De-engineered incremental toolset,Materiały zużywalne,szt,3296.43,3961.97,23,3559405358494,Fundacja Hałat-Niewiara i syn s.c.,aktywny,2024-10-16
461,PRD-98043,Organic leadingedge knowledgebase,Aparatura,sztuka,444.86,642.38,23,3829408054675,PPUH Ludwiniak Sp.j.,aktywny,2026-04-17
462,PRD-50000,Balanced web-enabled projection,Podłoża mikrobiologiczne,szt,3637.55,4850.22,23,9466458307814,Trojanek-Sapa i syn s.c.,aktywny,2022-07-29
463,PRD-92915,Open-source client-server implementation,Aparatura,szt,3810.94,6852.99,23,4676597599105,Pędzik-Fidura s.c.,aktywny,2024-06-03
464,PRD-83435,Enterprise-wide value-added workforce,Aparatura,szt,2607.55,3283.77,23,4262865455679,Grupa Posłuszna i syn s.c.,aktywny,2021-08-20
465,PRD-26102,Configurable analyzing intranet,Szkło laboratoryjne,pcs,2285.34,3887.04,23,4144581853676,Jewuła-Baranowicz S.A.,aktywny,2023-09-15
466,PRD-33029,Reactive radical instruction set,,szt,365.65,601.73,23,3453383761074,Wojnicz-Zuziak i syn s.c.,aktywny,2020-07-26
467,PRD-61348,Automated incremental moratorium,Sprzęt laboratoryjny,szt,3468.83,5630.67,23,5232039658101,Sądej-Danisz S.A.,aktywny,2023-05-15
468,PRD-75771,Focused content-based software,Materiały zużywalne,szt,3470.83,3891.13,23,7009838536316,Wesoły-Szlachcic S.A.,aktywny,2021-04-12
469,PRD-51719,Extended reciprocal parallelism,Szkło laboratoryjne,szt,3374.03,5093.73,23,5208708623848,Deryło-Korkosz Sp.j.,aktywny,2020-08-06
470,PRD-62735,Ameliorated zero tolerance initiative,Sprzęt laboratoryjny,szt,209.41,256.36,0.23,4569238039436,Cofała i syn s.c.,nieaktywny,2022-05-03
471,PRD-35006,Multi-tiered non-volatile firmware,Materiały zużywalne,szt,2022.82,2777.98,23 %,6328627359614,Malcharek-Szymula Sp.j.,aktywny,2020-08-29
472,PRD-81652,Seamless grid-enabled projection,Aparatura,szt,1236.87,1713.17,23,8792618106575,Chomiak-Gogola Sp.j.,aktywny,2026-03-17
473,PRD-28255,Public-key hybrid Graphic Interface,Odczynniki,szt,2338.93,3221.91,23,3599291439740,Wardzała-Raczkiewicz Sp. z o.o.,aktywny,2024-09-01
474,PRD-80765,Devolved motivating Graphical User Interface,Aparatura,szt,243.43,331.89,23,7787395782574,Pastuszek-Kajdan i syn s.c.,aktywny,2022-12-01
475,PRD-99813,Business-focused 5thgeneration toolset,Podłoża mikrobiologiczne,szt,1195.73,1602.22,23,4077508417350,Gabinety Listwan Sp. z o.o. Sp.k.,aktywny,2022-06-19
476,PRD-33211,Progressive next generation Graphical User Interface,Szkło laboratoryjne,szt,3404.9,4965.3,23,7950500391013,PPUH Wojewódka,aktywny,2022-12-14
477,PRD-36523,Vision-oriented global encryption,Sprzęt laboratoryjny,szt,1574.76,1745.66,23,6164930570540,Przybycień s.c.,aktywny,2021-09-18
478,PRD-29955,Self-enabling web-enabled task-force,Szkło laboratoryjne,szt,1879.01,3021.76,23,1252413027918,Gabinety Patora-Feliksiak S.A.,aktywny,2022-11-19
479,PRD-89778,Multi-lateral grid-enabled function,Odczynniki,szt,2805.49,3798.41,0.23,5998525636482,Wośko-Dziurdzia Sp. z o.o.,aktywny,2026-02-28
480,PRD-21836,Inverse dynamic intranet,Aparatura,szt,1128.74,1253.52,23,83652080999,Gabinety Ficner S.A.,aktywny,2023-01-20
481,PRD-39981,Multi-lateral full-range website,Odczynniki,szt,3434.5,5357.34,23,7829418569535,Huczek s.c.,aktywny,2024-10-07
482,PRD-28832,Optimized neutral moderator,Szkło laboratoryjne,szt,1728.97,3092.35,23,57336541523,PPUH Marach Sp. z o.o.,aktywny,2023-12-28
483,PRD-79916,Synergistic contextually-based analyzer,Podłoża mikrobiologiczne,szt,294.12,474.3,23,8981472118608,Stefankiewicz-Szczap S.A.,aktywny,2024-10-19
484,PRD-56136,Down-sized bottom-line encryption,Odczynniki,szt,613.29,1055.66,23,9993669389767,Salomon Sp. z o.o.,aktywny,2025-05-06
485,PRD-64338,Cross-group regional structure,Podłoża mikrobiologiczne,szt,323.8,432.92,23,4212893811781,PPUH Kurp,aktywny,2020-08-17
486,PRD-93511,Operative demand-driven parallelism,Odczynniki,szt,1188.3,1774.55,23,5606104165359,FPUH Dyś-Kieloch i syn s.c.,aktywny,2024-04-27
487,PRD-91822,Phased non-volatile moderator,Odczynniki,szt,801.01,1339.28,23,7681762465887,Spółdzielnia Kaziród s.c.,aktywny,2022-01-23
488,PRD-13133,Proactive dedicated website,Aparatura,szt,3606.59,4537.42,23,6066104396667,Wojtera i syn s.c.,aktywny,2025-11-01
489,PRD-29333,Diverse fault-tolerant open system,Odczynniki,opak,3495.19,4248.88,23 %,7143652532273,Gabinety Semik,aktywny,2022-07-20
490,PRD-37716,Enhanced object-oriented budgetary management,Szkło laboratoryjne,szt,3645.14,4575.94,23,4429841634901,FPUH Orzeszek Sp.j.,aktywny,2023-05-30
491,PRD-19996,Integrated exuding budgetary management,Odczynniki,szt,3389.32,3594.34,23,7594990185491,Grupa Nowotnik S.A.,aktywny,2023-04-17
492,PRD-55358,Virtual contextually-based moratorium,Podłoża mikrobiologiczne,szt,2646.59,2218.9,23,8629690061510,PPUH Wawszczak-Żółtek Sp. z o.o.,aktywny,2023-05-23
493,PRD-39147,Ameliorated fresh-thinking artificial intelligence,Podłoża mikrobiologiczne,szt,2165.85,2654.22,23,9788027326213,Soliwoda s.c.,aktywny,2023-06-01
494,PRD-50000,Pre-emptive fault-tolerant Graphical User Interface,Materiały zużywalne,szt,1823.05,2953.83,23,4002465554946,Wojaczek Sp. z o.o.,aktywny,2022-06-02
495,PRD-33301,Digitized systemic complexity,Sprzęt laboratoryjny,szt,1174.36,1901.09,23,4164458901216,Malarczyk Sp.k.,aktywny,2021-05-14
496,PRD-16233,Pre-emptive high-level framework,Szkło laboratoryjne,szt,1429.37,2201.49,23,3441062766590,Stowarzyszenie Świątkiewicz,aktywny,2025-07-01
497,PRD-25754,Object-based even-keeled moderator,Sprzęt laboratoryjny,szt,3492.39,5101.19,23,3922425074978,PPUH Matla Sp.k.,aktywny,2021-01-25
498,PRD-72551,Total asymmetric approach,Podłoża mikrobiologiczne,szt,3404.89,5513.99,23,3391061789219,Fundacja Gordon,aktywny,2021-04-08
499,PRD-41275,De-engineered maximized functionalities,Odczynniki,szt,930.58,1396.42,23,3971045351637,Żabierek Sp. z o.o.,aktywny,2022-06-12
500,PRD-29917,Multi-channeled composite initiative,Sprzęt laboratoryjny,szt,1947.94,1434.62,23,5052564297410,Fundacja Rzeszutko-Giec S.A.,aktywny,2023-09-19
501,PRD-99020,Business-focused discrete success,Sprzęt laboratoryjny,szt,1186.27,1920.59,23%,7242275337190,Grupa Wielądek s.c.,aktywny,2023-07-17
502,PRD-56709,Visionary global frame,Podłoża mikrobiologiczne,szt,621.67,993.74,23,1337260353189,Gabinety Kolarz-Danisz Sp. z o.o.,aktywny,2020-11-07
503,PRD-22586,Re-engineered holistic middleware,Materiały zużywalne,szt,2093.33,3203.68,23,8239410580419,Spółdzielnia Fleszar Sp.k.,aktywny,2021-12-29
504,PRD-51854,Realigned didactic infrastructure,Odczynniki,szt,2365.18,2566.47,23,5792452815315,FPUH Megger-Rozmiarek Sp.j.,nieaktywny,2026-04-16
505,PRD-53854,Business-focused background firmware,Szkło laboratoryjne,szt.,3420.49,5286.69,23,3071526949872,Fundacja Sieg,aktywny,2022-12-05
506,PRD-17779,Distributed discrete challenge,Szkło laboratoryjne,szt,1869.16,1540.47,23,9499963556003,Fundacja Sawko Sp. z o.o. Sp.k.,aktywny,2023-06-11
507,PRD-84448,User-centric stable monitoring,Odczynniki,opak,1884.73,2955.55,23,2261396740594,PPUH Imiołczyk,aktywny,2025-12-28
